"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",52.8827304064888,53.5348242252788,57.3360685051547,59.6744513438313,65.9191356009243,68.3562841602955,71.9503503472067,78.4672118041097,83.314667767481,85.5288957499397,89.1636095277673,90.696367842874,98.19549954585,105.236778946642,112.158438071299,114.699408078016,121.001815096365,122.83083802942,117.960181318842,123.082747789308
"2",55.7936128918329,57.0876960746361,59.4611932803591,68.5944368969706,70.1368121845791,73.5054940554164,71.7639204379007,72.9679861768732,82.8789633170926,80.7738799531871,81.2621834852794,90.1823304768669,93.7356332707195,95.6485237177467,100.727215734886,103.430927041589,112.685064569077,108.927902745421,112.381487887512,115.298795036964
"3",59.5364713912693,60.4866122869118,63.2372391083564,71.1101039083588,68.7423239272334,70.0003946779367,75.7430230014275,77.0771858193357,83.845212258683,83.2691052271223,84.4323264976277,89.3330683191938,87.1019002077151,94.1818925414232,92.7407512076294,97.2311156991191,96.4221798295299,102.391664703494,104.854628907174,102.987488249503
"4",60.2808806155604,65.8056707767614,65.8426906509642,63.3287859366919,68.6043491509504,72.0497485281815,71.0026618610492,76.1562908245727,77.7260315237887,83.9065608546886,82.9986530811457,84.4656072331028,91.6828924221623,90.0108188190475,87.9855384940418,88.8681297453808,92.1600029809208,92.7822651243825,98.5035398557966,99.2064771680838
"5",65.5395626675254,66.502945674883,67.979309628712,68.1441785867845,70.9002637884991,71.7432022800874,69.8169497002898,72.356341929172,76.3311138265603,78.9008427227632,81.5726182695998,81.936081197029,85.7566416282795,82.5597589629529,84.5051298592524,81.8693183754916,89.4053094875213,87.8362163581445,88.308635525067,94.3307826953289
"6",68.3114706140031,64.8595293549929,69.1413519796267,67.0062251668766,71.5208941072168,75.0481044275064,77.7936501244004,75.5471531937433,78.0595723175302,75.4398775087438,75.5578707928827,75.8122471707866,81.9184686320555,78.4716358699903,80.2830496103968,87.2716975056336,85.963961180364,81.1655930155007,84.8911525698994,84.4667601438634
"7",68.2624367978275,64.6964016883831,71.7825659947082,72.5523799365554,76.7135674806562,73.4472052383901,75.0010449609639,74.0615199172908,75.7071630903196,74.6371880825094,74.1511505352665,77.5330255033804,79.0233591007697,74.203000800167,76.3824561059339,82.7404034131212,78.4489259936782,83.3280857293545,81.8408194021341,82.2990439216491
"8",63.107152193132,67.5055766123938,72.8303875909501,76.8243161260973,72.1741728143798,76.5718678784895,76.9260057369475,70.2364777660221,72.0897260780728,74.1128350378247,74.3379694602924,74.2466908525359,77.3597606663379,77.5173049869039,82.7528881338547,77.4140515843425,79.399372562199,77.9461440089594,79.388211152738,81.4997736442407
"9",71.1897022537881,73.9040171122114,72.0242321784602,72.4507939145932,74.7222446000463,76.7807532303302,74.6447649229499,71.5873864748636,67.6724000409168,70.3610742344601,74.6048143720693,76.6369559548676,72.8325327727931,76.3192133414394,76.0276983027683,83.4708203942218,79.774561320098,76.250317320375,80.3595470574843,79.5641597066333
"10",71.9188610563925,73.1184469437244,75.9342532645224,71.3178558579261,78.3977655830526,75.314614070695,68.3178172441163,67.1742257777943,69.3901940388357,69.6890898749526,73.2143575927155,74.6259700188478,71.0659606202969,77.6804949097918,77.1258943976652,78.2390804640283,83.918883683951,82.023923450692,79.0133780438731,79.9174507162291
